iter	Logloss
117	0.004233915233
118	0.004228112897
119	0.004222005254
120	0.004210761292
121	0.004193697799
122	0.004187592067
123	0.00417623118
124	0.004166622266
125	0.004160695743
126	0.004155414222
127	0.004146652063
128	0.00413952457
129	0.004135307606
130	0.004123156134
131	0.004118593361
132	0.004113346612
133	0.004106163713
134	0.004099857756
135	0.004094140247
136	0.004086025764
137	0.004079234145
138	0.004071931264
139	0.004069323747
140	0.004062751459
141	0.004055791712
142	0.004046865246
143	0.004042456845
144	0.004036613623
145	0.004031009219
146	0.004016598331
147	0.004006911085
148	0.003998933397
149	0.003992901795
150	0.003990037882
151	0.003985751757
152	0.003974056141
153	0.003963882851
154	0.00395555859
155	0.003950450547
156	0.003942814083
157	0.00392992896
158	0.003924072363
159	0.003913561288
160	0.003910287372
161	0.003906501046
162	0.003901269199
163	0.003897150438
164	0.003892398903
165	0.00388345486
166	0.003880414413
167	0.003872367945
168	0.003865797186
169	0.003852795137
170	0.00385059686
171	0.003840162588
172	0.003833453123
173	0.003824160214
174	0.00381683708
175	0.003813017129
176	0.00380370626
177	0.003799164504
178	0.003796145455
179	0.003793237981
180	0.003789683596
181	0.003782210676
182	0.003779192391
183	0.003771454668
184	0.003764373792
185	0.003760612686
186	0.003753670516
187	0.00375035877
188	0.003744960324
189	0.003742082655
190	0.003737136626
191	0.003732026291
192	0.003727767677
193	0.003721665002
194	0.003720399073
195	0.00371421539
196	0.003709098941
197	0.00370341544
198	0.003693801176
199	0.003691155448
200	0.003685852147
201	0.003682962633
202	0.003677083492
203	0.003672641848
204	0.003669620889
205	0.003664441009
206	0.003657773193
207	0.003650319378
208	0.00364572298
209	0.003638258848
210	0.003634241346
211	0.003629532225
212	0.003622147572
213	0.003615122866
214	0.003610655621
215	0.003604426086
216	0.003603708101
217	0.003594176373
218	0.003591023586
219	0.003582902989
220	0.003576631804
221	0.003572085462
222	0.003566077168
223	0.003559812478
224	0.003554125157
225	0.00354896209
226	0.003543076835
227	0.003533841624
228	0.003529537922
229	0.003527387408
230	0.003521942726
231	0.003515942075
232	0.003512441185
233	0.003503231193
234	0.003499701264
235	0.003495600079
236	0.003493104521
237	0.003488866923
238	0.003485124158
239	0.003477660408
240	0.00347428294
241	0.003467708742
242	0.003464647278
243	0.003460625573
244	0.003458154469
245	0.003452789266
246	0.003448385451
247	0.00344398966
248	0.003430848906
249	0.003426430571
250	0.003423024062
251	0.003414840417
252	0.003409565774
253	0.003399248047
254	0.003395009685
255	0.003393502644
256	0.00338912978
257	0.003385835612
258	0.003382122269
259	0.003378718435
260	0.003374689852
261	0.003370021617
262	0.003367204704
263	0.003362153595
264	0.003357027211
265	0.003354059746
266	0.00335071705
267	0.003346306739
268	0.003341806633
269	0.003336821247
270	0.003333399071
271	0.003328782803
272	0.003323319398
273	0.003320515859
274	0.003317999666
275	0.003313352065
276	0.003310459112
277	0.003306984206
278	0.003304295299
279	0.003294672629
280	0.003286960126
281	0.003278727953
282	0.003275585483
283	0.003270273011
284	0.003264661729
285	0.003259550629
286	0.003257029086
287	0.003251655095
288	0.003248320423
289	0.00324420854
290	0.003238004988
291	0.003235121205
292	0.003229950878
293	0.003224225346
294	0.003220115755
295	0.003215827337
296	0.003209055588
297	0.003201942997
298	0.003199407508
299	0.003192587422
300	0.003188880766
301	0.003183061043
302	0.003180157391
303	0.003177184768
304	0.003173070019
305	0.003165230655
306	0.003161614178
307	0.003157826132
308	0.003155249566
309	0.003149528428
310	0.00314283845
311	0.003136642541
312	0.003132267575
313	0.003130297608
314	0.00312572299
315	0.003120257674
316	0.003117297279
317	0.00311246722
318	0.00310764232
319	0.003103091775
320	0.003099649348
321	0.003094404701
322	0.0030923543
323	0.003090563924
324	0.003082107835
325	0.003080339049
326	0.003075986055
327	0.003071493591
328	0.003067163905
329	0.003065027911
330	0.003061542688
331	0.00305330593
332	0.00304782361
333	0.003044538613
334	0.003038341175
335	0.003036357452
336	0.003034666998
337	0.003029942975
338	0.00302804389
339	0.00302452485
340	0.00302007671
341	0.003016820371
342	0.003012320264
343	0.003009386234
344	0.003005694481
345	0.00300419833
346	0.00300138562
347	0.002998143419
348	0.00299559532
349	0.002993635479
350	0.002991096169
351	0.002987421037
352	0.002982391708
353	0.002976046394
354	0.002970812636
355	0.002968082462
356	0.002963895112
357	0.002957885863
358	0.002952748588
359	0.002947300658
360	0.002945020992
361	0.002942247448
362	0.002938491882
363	0.002934100295
364	0.00292808818
365	0.002923236723
366	0.002920878915
367	0.002918881245
368	0.00291413869
369	0.002909995473
370	0.002907759176
371	0.002903603159
372	0.00289905013
373	0.002896190612
374	0.002893885344
375	0.002889449623
376	0.002884873858
377	0.00288086419
378	0.002877979643
379	0.002869728747
380	0.002865322448
381	0.002858186548
382	0.002853590914
383	0.002849895531
384	0.002845349762
385	0.00283821883
386	0.00283732966
387	0.002834057463
388	0.002831243225
389	0.002827888683
390	0.002826419471
391	0.002819807635
392	0.002815453494
393	0.002812603147
394	0.0028070146
395	0.002795774842
396	0.002791584435
397	0.002787862495
398	0.002783097013
399	0.002778168179
